0.96,122230.59779431073,116657.10125849096,140308.72155606715,115686.02369918223
1.92,75492.784029427712,67789.473102110322,73256.991669057112,52280.690687075112
2.88,88236.245367755939,72838.838926213793,88237.582899691857,75601.057735719878
3.84,94320.903132519365,72377.779002235329,75993.093631747644,74064.728703901797
4.8,68177.077734577644,57940.112258626228,83120.505287644541,62352.465065214652
5.76,76120.003032225912,61803.682609382609,69362.615563789368,69676.999332271269
6.72,106923.96527138978,103861.49457119222,90793.304543034421,84898.333255252815
7.68,92737.640707207393,60511.896606044058,73222.155009040507,61968.596482686014
8.64,79948.077476834616,57038.228638503628,73282.847845332522,55800.120088330179
9.6,65671.559409633774,53901.826100135921,64855.298458290934,45057.952784086003
10.56,110366.13933698388,88999.377171262837,89983.725911326852,79320.088676638086
11.52,84940.775699588834,79103.278792218975,74580.027355313578,66452.433557160504
12.48,92173.122746270965,66707.585165126962,74303.205834505075,69470.451240102615
13.44,107071.99154512983,67817.415949740578,65303.701484856058,65126.93386518761
14.4,138989.86311881815,76104.320731969594,80602.984781597479,81595.38522859264
15.36,90461.048765743297,69481.448117827662,94945.499951635022,70654.121757161804
16.32,72848.439050715882,63163.421909966935,87819.613302862243,60071.812424326949
17.28,61056.822063353909,63264.162889888539,86214.159940370228,70711.312824709225
18.24,86638.473053914204,86417.899543610314,107260.71561468916,97241.886013241819
19.2,84918.015999796509,84793.470128737361,93310.367929024302,89160.339446100174
20.16,102137.54580636823,82681.458874434655,82239.442375822851,70488.961682195441
21.12,101138.64323849903,52950.83639776826,72199.246584209715,59180.740104368095
22.08,69518.915578113578,84513.564171647828,70935.328732645634,53152.638259318155
23.04,87559.086384021706,71209.271883731213,100073.11884762254,94272.164052421867
24.0,67915.68011373718,108434.64895416249,62809.128008993008,150840.33761734382
24.96,82377.773870227422,89799.679760179046,71148.649195538266,89305.004182364937
25.92,87473.91715846883,88734.807256259694,74874.704473958089,78886.687773499129
26.88,79759.226420198684,123278.69315817748,97920.061508385304,92056.464013803503
27.84,74818.180498176953,94618.255425981406,73978.977296203011,83201.02367123132
28.8,68179.788063172717,69122.123527467818,62447.053063290601,68376.743929833567
29.76,90702.190098487015,58986.323587468993,74107.79261782924,79709.719943986885
30.72,90287.0152344745,144673.62252162345,93103.837200349837,82133.205865900469
31.68,124281.15466716517,81089.42895246236,83698.541510165713,62816.764010629966
32.64,80047.951849429432,70399.287720714899,74358.411379098165,61186.117300242739
33.6,68002.770916033289,83548.335534031066,65298.556747258845,66924.839730320964
34.56,80237.613412811232,98952.885412585689,94639.234322967983,93270.409909484166
35.52,97726.00778012813,85164.463726251211,79367.698095528642,103071.75566286073
36.48,106900.30862389274,73007.497266690887,71578.485383396095,67289.406891590697
37.44,100913.52204056279,67996.972561175207,65068.596350021282,64341.52295906558
38.4,103101.37986736975,96856.405577910744,88389.106032273674,87992.112621065171
39.36,76579.033922071249,94918.777418631202,76117.780932499649,84176.637279936505
40.32,101714.81282258197,104058.45611073473,78901.859568984291,84906.020696312611
41.28,100078.59785995065,97202.724263776618,76143.939415824527,77412.054239735415
42.24,93159.953315772844,93155.342128753604,104963.74945490622,110366.95623237349
43.2,109198.8368786909,93380.955755627307,96744.503042417433,102437.83358800565
44.16,81848.857423342692,85122.932438867982,76825.184863930102,68900.324924653731
45.12,137715.51288168132,97775.377333846758,68715.556984325332,56957.02294475527
46.08,116423.47937947939,67737.368153870091,70704.201220775765,61012.517494607673
47.04,103843.31309594214,120202.23042141103,97494.762815551498,89156.383353534504
48.0,81391.171613305021,85715.946509139452,77054.54013073424,86135.291163794143
48.96,73163.013335413183,99382.408688466632,70344.083397726921,79690.770318077324
49.92,73063.728993167228,74194.756839702066,79241.030702792399,63271.200231280069
50.88,106316.40480477639,89010.631678571139,116625.94592686962,88124.656772033675
51.84,150494.55427254119,87274.298594608554,92388.818724135315,80105.174307264824
52.8,128323.62961449937,106302.31471069303,79485.810393223423,73394.794582741553
53.76,89107.811945816517,66670.622260567747,83854.40961546934,71951.294162948994
54.72,96590.806835492927,81658.47327873687,134505.47731106155,99811.710013400618
55.68,74455.923244340142,73004.685273203228,132961.99772161603,87858.917192125926
56.64,112093.3305307375,61367.762673661855,92553.297290080285,70192.91535469229
57.6,94649.535967084856,53402.79723661871,86162.145905040539,69599.7793290025
58.56,97708.639751606592,100155.10139317863,93603.797474737919,88051.513515488623
59.52,93416.977333053248,153471.92538032247,87342.576149357876,70351.923231881228
60.48,71238.193356819014,100810.83415485047,124582.08734329802,71513.018566877174
61.44,83319.319385742841,62807.745584876138,99081.734458109189,66665.148330663476
62.4,93153.251211349532,78001.637342708709,118851.65895325363,96187.931658108704
63.36,90181.050464884407,81538.261132879212,91862.585016845187,95876.198578811527
64.32,78004.384046448278,115941.49233688886,96807.442021427021,91327.43044097416
65.28,99500.727100208635,114105.51780685721,80253.914962087161,93587.39613540766
